Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data,CoefficientHannum
cg20402382,327,36,3,NM_001640.3,0.099239284,NA
cg20404387,163933,36,1,NM_207334.1,0.102831117,NA
cg20406374,8878,36,5,NM_003900.3,0.061781462,NA
cg20406482,23415,36,17,NM_012285.1,0.215147383,NA
cg20406878,2494,36,1,NM_003822.3,0.720346439,NA
cg20411654,81570,36,11,NM_030813.3,0.03791385,NA
cg20414506,157922,36,9,NM_015447.1,0.796787124,NA
cg20415809,3676,36,2,NM_000885.4,0.097974964,NA
cg20416179,389434,36,6,NM_203395.1,0.744694807,NA
cg20416767,90843,36,X,NM_001006684.1,0.221827335,NA
cg20419410,3638,36,7,NM_005542.3,0.02051804,NA
cg20420254,6609,36,11,NM_000543.3,0.02668422,NA
cg20420433,3110,36,7,NM_005515.2,0.088404673,NA
cg20422318,9442,36,9,NM_004269.2,0.384689361,NA
cg20423977,191585,36,21,NM_182832.1,0.808903041,NA
cg20424530,51135,36,12,NM_016123.1,0.061460961,NA
cg20425130,89857,36,3,NM_130446.1,0.467834035,NA
cg20425293,28977,36,12,NM_014050.2,0.081260663,NA
cg20426860,54929,36,19,NM_017814.1,0.13801056,NA
cg20426994,NA,NA,NA,NA,NA,19.1
cg20427865,6376,36,16,NM_002996.3,0.435813722,NA
cg20427879,24139,36,19,NM_012155.1,0.130244831,NA
cg20429911,3939,36,11,NM_005566.1,0.073538423,NA
cg20430063,253827,36,12,NM_198080.2,0.043574908,NA
cg20430101,8241,36,X,NM_005676.3,0.600301266,NA
cg20430631,NA,NA,NA,NA,NA,NA
cg20430816,8987,36,4,NM_003943.1,0.070958045,NA
cg20433014,1543,36,15,NM_000499.2,0.045079945,NA
cg20434811,131831,36,3,NM_152394.2,0.050493296,NA
cg20436912,284904,36,22,NM_174977.2,0.597354351,NA
cg20437604,8416,36,1,NM_003568.1,0.647173872,NA
cg20439022,23539,36,22,NM_013356.1,0.366266154,NA
cg20441175,23234,36,10,NM_015190.3,0.033147999,NA
cg20442697,10234,36,7,NM_005824.1,0.433069232,NA
cg20442709,51430,36,1,NM_014283.2,0.064986251,NA
cg20443314,84313,36,17,NM_032353.2,0.12024558,NA
cg20444256,1158,36,19,NM_001824.2,0.467823727,NA
cg20447773,79684,36,11,NM_024631.1,0.02728656,NA
cg20449692,5010,36,3,NM_005602.4,0.096208821,NA
cg20449833,23433,36,2,NM_012249.2,0.043703113,NA
cg20450764,7102,36,X,NM_004615.2,0.212769879,NA
cg20451369,80195,36,10,NM_025125.2,0.038216524,NA
cg20451680,11082,36,5,NM_007036.2,0.447272582,NA
cg20451718,84536,36,21,NM_058188.1,0.048661744,NA
cg20451802,60412,36,7,NM_021807.2,0.050949366,NA
cg20452583,25880,36,16,NM_015421.1,0.040698766,NA
cg20456055,11194,36,7,NM_007188.2,0.042898755,NA
cg20458981,79612,36,13,NM_024561.3,0.056072111,NA
cg20461541,5612,36,11,NM_004705.2,0.038921358,NA
cg20466045,10694,36,21,NM_006585.2,0.077160986,NA
cg20466180,29970,36,3,NM_014575.1,0.157163171,NA
cg20468883,663,36,15,NM_004330.1,0.288819048,NA
cg20469837,11227,36,2,NM_014568.1,0.224650738,NA
cg20470275,28966,36,5,NM_014035.1,0.030099201,NA
cg20472189,27287,36,10,NM_014468.2,0.660337949,NA
cg20472433,7086,36,3,NM_001064.1,0.042583962,NA
cg20473453,57393,36,X,NM_020665.2,0.67053966,NA
cg20476877,23479,36,12,NM_014301.2,0.041674202,NA
cg20477070,384,36,14,NM_001172.3,0.056979977,NA
cg20477318,10431,36,10,NM_006327.2,0.062748008,NA
cg20478514,51097,36,1,NM_016002.2,0.028458146,NA
cg20481343,9053,36,6,NM_003980.3,0.043801146,NA
cg20482071,3074,36,5,NM_000521.2,0.021177662,NA
cg20482364,4666,36,12,NM_005594.2,0.048620511,NA
cg20483016,91875,36,14,NM_138376.1,0.072183285,NA
cg20483374,114902,36,11,NM_015645.2,0.237721787,NA
cg20483763,57010,36,11,NM_145200.2,0.975418712,NA
cg20484002,162605,36,17,NM_181535.2,0.729541391,NA
cg20484306,5604,36,15,NM_002755.2,0.02814625,NA
cg20484352,92689,36,4,NM_138389.1,0.316338582,NA
cg20485165,128488,36,20,NM_080869.1,0.740819276,NA
cg20486690,NA,NA,NA,NA,NA,NA
cg20488657,7033,36,21,NM_003226.2,0.814149031,NA
cg20491707,5540,36,10,NM_005972.3,0.251554531,NA
cg20492121,2752,36,1,NM_001033056.1,0.028293667,NA
cg20492401,9772,36,17,NM_014738.2,0.049075516,NA
cg20492869,9015,36,1,NM_139352.1,0.063938845,NA
cg20492912,9354,36,11,NM_004788.2,0.356286352,NA
cg20492933,29093,36,5,NM_014180.2,0.08877111,NA
cg20495040,55974,36,1,NM_018845.1,0.118249628,NA
cg20496643,91608,36,17,NM_033315.2,0.048931951,NA
cg20497627,4528,36,2,NM_002453.2,0.032169557,NA
cg20498685,7291,36,7,NT_007819.16,0.070831224,NA
cg20500081,4034,36,7,NM_002319.2,0.789184976,NA
cg20500126,3682,36,17,NM_002208.3,0.849661103,NA
cg20503117,55207,36,3,NM_018184.2,0.052035899,NA
cg20503329,1306,36,9,NM_001855.2,0.768905389,NA
cg20504202,90121,36,X,NM_058163.1,0.293193782,NA
cg20506766,55669,36,3,NM_033540.2,0.04562674,NA
cg20506783,58504,36,10,NM_021226.2,0.118414522,NA
cg20507276,284521,36,1,NM_175911.2,0.26447997,NA
cg20509080,50650,36,3,NM_019555.1,0.039470895,NA
cg20512303,8572,36,5,NM_003687.2,0.665644773,NA
cg20513206,126526,36,19,NM_178830.2,0.553612697,NA
cg20514061,11043,36,X,NM_012216.2,0.289127965,NA
cg20514617,9752,36,5,NM_031857.1,0.550810232,NA
cg20516209,11117,36,2,NM_007046.1,0.606817894,NA
cg20518716,1937,36,11,NM_001404.3,0.047952448,NA
cg20519035,286077,36,8,NM_198488.1,0.923238358,NA
cg20520365,128864,36,20,NM_080825.2,0.921107798,NA
cg20520725,3012,36,6,NM_021052.2,0.097252836,NA
cg20520888,375686,36,8,NM_198572.1,0.369220046,NA
cg20523861,57626,36,13,NM_020866.1,0.227869224,NA
cg20524216,54859,36,3,NM_001031703.1,0.033406085,NA
cg20525378,51430,36,1,NM_014283.2,0.12295184,NA
cg20525549,51379,36,17,NM_015986.2,0.044239054,NA
cg20526800,128876,36,20,NM_178468.2,0.638859438,NA
cg20530056,9641,36,1,NM_014002.2,0.532411348,NA
cg20530223,51088,36,4,NM_001007075.1,0.059765266,NA
cg20530314,185,36,3,NM_000685.3,0.080619028,NA
cg20535085,6504,36,1,NM_003037.1,0.676638497,NA
cg20535781,55743,36,12,NT_024477.13,0.422782676,NA
cg20536369,26517,36,19,NM_012458.2,0.067685313,NA
cg20537325,4255,36,10,NT_008818.15,0.886212203,NA
cg20537629,9863,36,7,NM_012301.3,0.147573186,NA
cg20537992,113130,36,11,NM_080668.2,0.265639843,NA
cg20538819,5784,36,1,NM_005401.3,0.041266989,NA
cg20540428,151987,36,3,NM_174907.1,0.490246199,NA
cg20540913,1896,36,X,NM_001399.4,0.275668617,NA
cg20541456,26999,36,5,NM_014376.1,0.208599363,NA
cg20542190,23547,36,19,NM_012276.3,0.458064574,NA
cg20542800,1241,36,14,NM_181657.1,0.468652451,NA
cg20543416,64386,36,16,NM_022468.4,0.04664464,NA
cg20543571,145645,36,15,NM_152448.1,0.886706754,NA
cg20544605,8470,36,4,NM_021069.3,0.616182963,NA
cg20545295,2804,36,3,NM_004487.1,0.060643778,NA
cg20546002,91522,36,5,NM_173465.2,0.034375609,NA
cg20550118,1381,36,15,NT_010194.16,0.133955202,NA
cg20550520,394,36,14,NM_001173.2,0.122698435,NA
cg20551517,2695,36,17,NM_004123.2,0.832681814,NA
cg20552296,60495,36,10,NM_021828.2,0.121114726,NA
cg20555138,5912,36,3,NM_002886.2,0.076448248,NA
cg20555481,84245,36,19,NM_032285.1,0.045861933,NA
cg20555507,80036,36,9,NM_020952.3,0.095734932,NA
cg20556988,6346,36,17,NM_002981.1,0.808373372,NA
cg20557037,22837,36,2,NM_014900.3,0.047352356,NA
cg20557104,374907,36,19,NM_198540.2,0.168420402,NA
cg20557202,6528,36,19,NM_000453.1,0.076023745,NA
cg20557567,6222,36,6,NM_022551.2,0.070044515,NA
cg20558320,NA,NA,NA,NA,NA,NA
cg20559561,9921,36,12,NM_014868.3,0.02558089,NA
cg20559736,56971,36,19,NM_020219.2,0.744607689,NA
cg20566118,3371,36,9,NM_002160.1,0.060623407,NA
cg20567721,55839,36,16,NM_018455.3,0.079209938,NA
cg20570279,8882,36,11,NM_003904.3,0.145635626,NA
cg20571908,9585,36,10,NM_016195.2,0.101955507,NA
cg20572838,146956,36,17,NM_152463.1,0.046167052,NA
cg20573242,890,36,4,NM_001237.2,0.046709283,NA
cg20573420,126375,36,19,NM_175872.3,0.869860184,NA
cg20576002,121355,36,12,NM_144594.1,0.837671111,NA
cg20576510,8842,36,4,NM_006017.1,0.87884557,NA
cg20576597,54084,36,21,NM_144991.2,0.070726224,NA
cg20579480,403314,36,1,NM_203454.1,0.496635308,NA
cg20580177,79414,36,19,NM_024509.1,0.515119616,NA
cg20582779,79802,36,1,NM_024746.2,0.534214451,NA
cg20582984,2778,36,20,NT_011362.9,0.648455169,NA
cg20583073,8698,36,19,NM_003775.1,0.479632438,NA
cg20583316,5054,36,7,NM_000602.1,0.102642398,NA
cg20584011,79844,36,5,NM_024786.1,0.737187126,NA
cg20585500,170589,36,11,NM_130769.2,0.805761363,NA
cg20586531,5359,36,3,NM_021105.1,0.743483777,NA
cg20587168,284382,36,19,NM_178525.2,0.319203909,NA
cg20587336,55156,36,8,NM_018120.3,0.073114248,NA
cg20587394,3229,36,12,NM_017410.2,0.088565657,NA
cg20587543,18,36,16,NM_020686.3,0.047510594,NA
cg20587968,114131,36,10,NM_053049.2,0.679692052,NA
cg20588045,65217,36,10,NM_033056.2,0.19723535,NA
cg20588069,4487,36,4,NM_002448.1,0.273243934,NA
cg20588892,153396,36,5,NM_153354.2,0.040871851,NA
cg20590849,57409,36,17,NM_020679.2,0.016302141,NA
cg20591405,51560,36,3,NM_016577.2,0.032678524,NA
cg20592700,26100,36,7,NM_001033518.1,0.128624985,NA
cg20595215,29995,36,3,NM_014583.2,0.093592542,NA
cg20595300,115426,36,9,NM_152306.2,0.037757511,NA
cg20597908,10094,36,12,NM_005719.2,0.042185945,NA
cg20598389,221477,36,6,NM_152734.2,0.090063829,NA
cg20603424,64794,36,9,NM_022779.7,0.029939018,NA
cg20603888,50804,36,15,NM_016132.2,0.745937765,NA
cg20609368,3045,36,11,NM_000519.3,0.853059485,NA
cg20610181,768,36,9,NM_001216.1,0.618479998,NA
cg20610545,65125,36,12,NM_018979.1,0.070212239,NA
cg20611872,170626,36,X,NM_130776.1,0.656144775,NA
cg20612559,51763,36,17,NM_130766.1,0.04119223,NA
cg20612615,5550,36,6,NM_002726.3,0.032636786,NA
cg20613151,7706,36,17,NM_005082.4,0.037572043,NA
cg20613889,2492,36,2,NM_181446.1,0.617304243,NA
cg20614736,91409,36,2,NM_207310.1,0.809598942,NA
cg20615832,5197,36,4,NM_002620.1,0.318184715,NA
cg20615951,163882,36,1,NM_152609.1,0.032789319,NA
cg20616414,65268,36,9,NM_006648.3,0.1007125,NA
cg20616836,166,36,19,NM_001130.5,0.901968066,NA
cg20617956,84293,36,10,NM_032333.2,0.060232263,NA
cg20618842,56944,36,1,NM_020190.2,0.110281784,NA
cg20622019,100,36,20,NM_000022.2,0.377418218,NA
cg20622056,84889,36,X,NM_032803.3,0.240036141,NA
cg20623943,51727,36,1,NM_016308.1,0.030541953,NA
cg20624391,11149,36,6,NM_007073.3,0.183372723,NA
cg20625138,10911,36,1,NM_021995.1,0.64764635,NA
cg20627106,5148,36,17,NM_002602.1,0.919182367,NA
cg20627916,2099,36,6,NM_000125.2,0.232480623,NA
cg20629089,23034,36,14,NM_015589.3,0.034064176,NA
cg20629097,9156,36,1,NM_130398.2,0.046044051,NA
cg20630151,60467,36,3,NM_021812.1,0.790592984,NA
cg20630207,9524,36,19,NM_138501.4,0.155636652,NA
cg20630386,174,36,4,NM_001134.1,0.614192105,NA
cg20630567,84317,36,2,NM_032357.2,0.028147181,NA
cg20630655,10073,36,15,NM_005701.2,0.339133045,NA
cg20632573,9152,36,11,NM_004211.1,0.077258061,NA
cg20633621,10634,36,22,NM_006478.3,0.039613758,NA
cg20633883,8714,36,17,NM_003786.2,0.064419937,NA
cg20633959,4899,36,7,NM_005011.2,0.051247025,NA
cg20634573,151,36,2,NM_000682.4,0.825945203,NA
cg20636078,545,36,3,NM_001184.2,0.048311358,NA
cg20637307,2066,36,2,NM_005235.1,0.044633264,NA
cg20637800,25798,36,7,NM_015379.3,0.028122879,NA
cg20638426,7561,36,19,NM_021030.2,0.057388553,NA
cg20639263,4860,36,14,NM_000270.1,0.050580789,NA
cg20640433,3908,36,6,NM_000426.2,0.140855466,NA
cg20641280,8270,36,X,NM_006014.2,0.393151039,NA
cg20641580,91689,36,22,NM_033318.3,0.041228002,NA
cg20641660,56946,36,11,NM_020193.3,0.093673365,NA
cg20642765,8079,36,12,NM_005439.1,0.068904901,NA
cg20643362,83636,36,19,NM_031448.2,0.028668275,NA
cg20643416,9868,36,3,NM_014820.3,0.164893681,NA
cg20644453,56683,36,21,NM_021254.1,0.029411637,NA
cg20644981,6189,36,4,NM_001006.3,0.189257173,NA
cg20645058,387837,36,12,NM_205852.1,0.727829753,NA
cg20645065,249,36,1,NM_000478.2,0.101168886,NA
cg20645649,11224,36,9,NM_007209.2,0.038369883,NA
cg20646490,2354,36,19,NM_006732.1,0.127422316,NA
cg20647137,6718,36,7,NM_005989.2,0.873604965,NA
cg20647888,83643,36,10,NM_031455.2,0.142869094,NA
cg20648108,55917,36,1,NM_018704.1,0.050537552,NA
cg20648149,23224,36,14,NM_015180.3,0.621605217,NA
cg20648463,2717,36,X,NM_000169.1,0.102478638,NA
cg20648827,139599,36,X,NM_138703.3,0.184523465,NA
cg20649047,8650,36,14,NM_003744.5,0.108642377,NA
cg20649991,10990,36,19,NM_006840.2,0.710649628,NA
cg20651453,9064,36,1,NM_004672.3,0.105598571,NA
cg20651681,2887,36,7,NT_033968.5,0.077005057,NA
cg20652640,161882,36,16,NM_153813.1,0.051195061,NA
cg20652889,25777,36,22,NM_015374.1,0.041803998,NA
cg20654468,9404,36,11,NM_004811.1,0.380051492,NA
cg20655010,79823,36,2,NM_024766.1,0.036589887,NA
cg20655558,150353,36,22,NM_145174.1,0.857703781,NA
cg20656116,966,36,11,NM_203331.1,0.030094356,NA
cg20657383,634,36,19,NM_001712.3,0.898987521,NA
cg20657421,6351,36,17,NM_002984.1,0.776744833,NA
cg20661303,7044,36,1,NM_003240.2,0.574912245,NA
cg20663831,26157,36,7,NM_015660.2,0.300042518,NA
cg20663980,1046,36,X,NM_005193.1,0.479937201,NA
cg20664201,83729,36,12,NM_031479.3,0.62728505,NA
cg20664247,5192,36,1,NM_002617.3,0.499646669,NA
cg20668607,55735,36,1,NM_018198.1,0.71674482,NA
cg20669525,8733,36,8,NM_003801.2,0.027002153,NA
cg20670302,9050,36,18,NM_024430.2,0.025248663,NA
cg20672044,3250,36,16,NM_020995.3,0.848367466,NA
cg20672549,NA,NA,NA,NA,NA,NA
cg20672744,157697,36,8,NM_207332.1,0.023488678,NA
cg20673075,6788,36,8,NM_006281.1,0.28990121,NA
cg20673481,3790,36,2,NM_002252.3,0.059427807,NA
cg20673611,51768,36,12,NM_016551.1,0.06067565,NA
cg20674521,3761,36,22,NM_152868.1,0.47239451,NA
cg20674577,116154,36,20,NM_183244.1,0.209744508,NA
cg20675440,84342,36,16,NM_032382.2,0.799613512,NA
cg20676303,26748,36,X,NT_079573.3,0.923894679,NA
cg20676475,84648,36,1,NM_032563.1,0.757856492,NA
cg20676542,7706,36,17,NM_005082.4,0.02983504,NA
cg20678353,400359,36,15,NM_207444.1,0.435429536,NA
cg20681975,10695,36,6,NM_006586.2,0.031380031,NA
cg20683151,79853,36,2,NM_024795.1,0.865642328,NA
cg20684399,5253,36,9,NM_024517.1,0.043110276,NA
cg20684549,79948,36,19,NM_024888.1,0.417326749,NA
cg20684973,6877,36,10,NM_006951.3,0.086373316,NA
cg20687462,92922,36,16,NM_033212.2,0.042712288,NA
cg20688340,118856,36,10,NM_147191.1,0.834155058,NA
cg20691408,3995,36,11,NM_021727.3,0.085272241,NA
cg20691580,345,36,11,NM_000040.1,0.845209678,NA
cg20692181,56729,36,19,NM_020415.2,0.738959954,NA
cg20692569,8326,36,7,NM_003508.2,0.341255904,NA
cg20693880,5694,36,17,NM_002798.1,0.080678565,NA
cg20695057,7159,36,1,NM_005426.1,0.042927805,NA
cg20695562,23032,36,1,NM_201626.1,0.06805468,NA
cg20695587,389208,36,4,NM_207407.1,0.673022119,NA
cg20696985,90525,36,15,NM_138356.1,0.040836987,NA
cg20697204,285051,36,2,NM_173649.1,0.758717535,NA
cg20699736,25806,36,2,NM_012476.1,0.089004288,NA
cg20700904,3189,36,10,NM_012207.1,0.033876702,NA
cg20701850,5965,36,12,NM_032941.1,0.044605204,NA
cg20702327,1457,36,20,NM_177559.2,0.055116533,NA
cg20707333,63939,36,20,NM_022106.1,0.922934058,NA
cg20707345,65057,36,16,NM_022914.1,0.915594609,NA
cg20708411,1456,36,5,NM_004384.2,0.045658203,NA
cg20712430,79412,36,16,NM_024507.2,0.041811533,NA
cg20713333,93587,36,4,NM_152292.2,0.036541651,NA
cg20713492,89872,36,1,NM_080429.2,0.258173321,NA
cg20714328,7060,36,5,NM_003248.3,0.783850364,NA
cg20715219,10521,36,22,NM_006386.3,0.026974071,NA
cg20715764,9422,36,19,NM_003417.2,0.051457142,NA
cg20716064,9712,36,10,XM_927409.1,0.033395206,NA
cg20716119,999,36,16,NT_010498.15,0.096279368,NA
cg20716209,6774,36,17,NM_139276.2,0.083837476,NA
cg20716571,22884,36,10,NM_014023.3,0.054047173,NA
cg20716945,84640,36,4,NM_032557.4,0.029620455,NA
cg20717059,83648,36,8,NM_053279.1,0.045884333,NA
cg20718816,4053,36,14,NM_000428.2,0.029442867,NA
cg20720686,5447,36,7,NM_000941.1,0.674725363,NA
cg20721467,23522,36,10,NM_012330.1,0.63141847,NA
cg20723355,162517,36,17,NM_153230.1,0.108618478,NA
cg20723792,NA,NA,NA,NA,NA,NA
cg20724073,6945,36,17,NM_170607.2,0.029816078,NA
cg20725021,5648,36,3,NM_001879.4,0.560698281,NA
cg20727114,126129,36,19,NM_152359.1,0.099065544,NA
cg20727362,1727,36,22,NM_000398.4,0.692596111,NA
cg20728496,55191,36,11,NM_018161.4,0.088866163,NA
cg20728639,25841,36,11,NM_145804.1,0.029926823,NA
cg20731798,119710,36,11,NM_138787.2,0.055583329,NA
cg20732137,26205,36,20,NM_012384.2,0.835946365,NA
cg20732367,9208,36,2,NM_004735.2,0.079025213,NA
cg20736065,124540,36,17,NM_138962.2,0.028055302,NA
cg20737712,84897,36,11,NM_032811.1,0.043436567,NA
cg20739508,9459,36,X,NM_004840.2,0.219470307,NA
cg20739510,5195,36,1,NM_004565.1,0.083274522,NA
cg20740029,160728,36,12,NM_145913.2,0.064289624,NA
cg20743744,1487,36,4,NM_001328.2,0.278791866,NA
cg20744464,4241,36,3,NM_033316.2,0.079164531,NA
cg20744809,55783,36,16,NM_018348.4,0.058218702,NA
cg20747455,8785,36,20,NM_003833.2,0.816503565,NA
cg20748065,5447,36,7,NM_000941.1,0.636163685,NA
cg20750215,3726,36,19,NM_002229.2,0.0754869,NA
cg20750319,NA,NA,NA,NA,NA,NA
cg20751395,3784,36,11,NT_009237.17,0.873647021,NA
cg20752438,51754,36,9,NM_016446.2,0.065281541,NA
cg20755353,29101,36,1,NM_014188.2,0.069774802,NA
cg20757196,84231,36,16,NM_032271.2,0.039453921,NA
cg20757526,51181,36,17,NM_016286.2,0.040334168,NA
cg20757758,84217,36,1,NM_032257.3,0.032872096,NA
cg20757912,23635,36,5,NM_012446.2,0.080046339,NA
cg20758803,260425,36,1,NM_152900.1,0.028418423,NA
cg20760063,10230,36,17,NM_005821.3,0.107988774,NA
cg20761322,10518,36,15,NM_006383.2,0.093738499,NA
cg20764656,2877,36,14,NM_002083.2,0.576625279,NA
cg20767356,84072,36,1,NM_032132.2,0.894469383,NA
cg20767936,54529,36,2,NM_019048.1,0.050119318,NA
cg20768743,10666,36,18,NM_006566.1,0.518251244,NA
cg20769102,5440,36,8,NM_005034.3,0.069148454,NA
cg20769774,1540,36,16,NM_015247.1,0.066684643,NA
cg20769842,7681,36,15,NM_005664.2,0.61522393,NA
cg20770175,1281,36,2,NM_000090.2,0.641185449,NA
cg20770311,6609,36,11,NM_000543.3,0.031077061,NA
cg20770803,124817,36,17,NM_173478.1,0.032605603,NA
cg20771670,23612,36,1,NM_012396.2,0.048657225,NA
cg20772904,79801,36,16,NM_024745.2,0.076216634,NA
cg20773127,2028,36,4,NM_001977.2,0.374177655,NA
cg20774846,1807,36,8,NM_001385.1,0.392472835,NA
cg20775254,150696,36,2,NM_144707.1,0.692198035,NA
cg20775840,10146,36,5,NM_005754.2,0.082612025,NA
cg20775959,9915,36,15,NM_014862.3,0.091187783,NA
cg20776317,6621,36,9,NM_003086.1,0.869794541,NA
cg20777437,200008,36,1,NM_201546.2,0.456104206,NA
cg20778294,23082,36,10,NM_015062.3,0.030397295,NA
cg20778669,4255,36,10,NT_008818.15,0.837543136,NA
cg20779414,6778,36,12,NM_003153.3,0.057786483,NA
cg20780953,9545,36,19,NM_004283.2,0.08260167,NA
cg20781140,151556,36,2,NM_152529.5,0.057031668,NA
cg20781967,4815,36,12,NM_016533.4,0.469831375,NA
cg20782689,5018,36,14,NM_005015.1,0.821499696,NA
cg20784775,83857,36,12,NM_031920.2,0.150442068,NA
cg20785344,192111,36,12,NM_138575.1,0.026621545,NA
cg20786074,2202,36,2,NM_018894.1,0.218232578,NA
cg20787196,3709,36,12,NM_002223.1,0.075293363,NA
cg20788083,26276,36,15,NM_018668.2,0.870414215,NA
cg20789620,79187,36,19,NM_024333.1,0.638581093,NA
cg20789691,6013,36,9,NM_006911.2,0.811530183,NA
cg20789824,169611,36,9,NM_182487.1,0.520442769,NA
cg20790056,126259,36,19,NM_144615.1,0.653412753,NA
cg20790540,171558,36,6,NM_138296.1,0.818764441,NA
cg20791593,129807,36,2,NM_080741.1,0.672896593,NA
cg20791841,4125,36,19,NM_000528.2,0.044770655,NA
cg20792062,3741,36,12,NM_002234.2,0.134323158,NA
cg20792294,51214,36,11,NT_009237.17,0.113420704,NA
cg20792833,5790,36,11,NM_005608.2,0.586224056,NA
cg20793071,9528,36,1,NM_004872.3,0.352233947,NA
cg20795401,3655,36,2,NM_000210.1,0.300174856,NA
cg20795863,4759,36,2,NM_005383.1,0.844341741,NA
cg20795913,6945,36,17,NM_170607.2,0.475944945,NA
cg20797216,84467,36,19,NM_032447.3,0.421045557,NA
cg20797699,80774,36,17,NM_030576.2,0.089591164,NA
cg20797766,83886,36,16,NM_031948.3,0.066964282,NA
cg20798152,9607,36,5,NM_004291.2,0.272305519,NA
cg20801056,4155,36,18,NM_001025090.1,0.040919731,NA
cg20802051,205,36,1,NM_013410.2,0.069385358,NA
cg20802392,1513,36,1,NM_000396.2,0.548491343,NA
cg20803370,5498,36,1,NM_000309.2,0.050266927,NA
cg20804101,6540,36,12,NM_016615.2,0.532807638,NA
cg20804555,145258,36,14,NM_173849.2,0.079278809,NA
cg20804821,118442,36,3,NM_080865.2,0.458630862,NA
cg20807545,170692,36,16,NM_139054.2,0.238786558,NA
cg20807701,4189,36,7,NM_012328.1,0.061479455,NA
cg20808145,64837,36,11,NM_022822.1,0.038285911,NA
cg20811273,201973,36,4,NM_152683.1,0.044352395,NA
cg20811389,8555,36,9,NM_003671.2,0.05662943,NA
cg20811607,6610,36,6,NM_003080.1,0.676170813,NA
cg20812929,317749,36,14,NM_198083.1,0.255373789,NA
cg20813773,285600,36,5,NM_173665.1,0.038483162,NA
cg20815063,4361,36,11,NM_005591.3,0.036606951,NA
cg20816612,5255,36,X,NM_002637.1,0.284564586,NA
cg20821095,8772,36,11,NM_003824.2,0.044355409,NA
cg20822579,11035,36,14,NM_006871.2,0.184297238,NA
cg20822628,140628,36,20,NT_011362.9,0.865754977,NA
cg20822990,NA,NA,NA,NA,NA,-15.7
cg20824576,961,36,3,NM_001777.3,0.017949197,NA
cg20825323,3476,36,X,NM_001551.2,0.189165203,NA
cg20828084,57214,36,15,NM_018689.1,0.790891612,NA
cg20830531,11162,36,4,NM_198041.1,0.034719889,NA
cg20831492,10282,36,7,NM_005868.3,0.061090914,NA
cg20831708,25956,36,10,NM_015490.3,0.306482514,NA
cg20832009,9754,36,X,NM_014725.2,0.216526606,NA
cg20832020,201633,36,3,NM_173799.2,0.731774175,NA
cg20833786,117195,36,11,NM_054031.2,0.567342667,NA
cg20835282,375341,36,3,NM_198562.1,0.06783133,NA
cg20837735,5268,36,18,NM_002639.2,0.74576301,NA
cg20839025,5651,36,21,NM_002772.1,0.545317297,NA
cg20839149,9047,36,1,NM_003975.2,0.305219104,NA
cg20839219,25800,36,18,NM_012319.2,0.061192752,NA
cg20840847,321,36,15,NM_005503.2,0.74686657,NA
cg20842040,5634,36,X,NM_002765.2,0.20565491,NA
cg20843052,84542,36,2,NM_032506.1,0.053179688,NA
cg20845050,7553,36,8,NM_003416.1,0.340311186,NA
cg20847746,6271,36,1,NM_006271.1,0.652447088,NA
cg20848130,57165,36,1,NM_020435.2,0.741742606,NA
cg20849549,5728,36,10,NM_000314.3,0.048105273,NA
cg20849987,51213,36,X,NM_016383.2,0.865816637,NA
cg20850582,987,36,4,NM_006726.1,0.057376357,NA
cg20850981,64288,36,6,NM_030899.2,0.729191652,NA
cg20851097,6710,36,14,NM_000347.4,0.6216399,NA
cg20851245,64320,36,2,NM_022453.2,0.897791043,NA
cg20852286,200895,36,3,NM_176815.2,0.053338464,NA
cg20853593,23549,36,2,NM_012100.1,0.069970525,NA
cg20854748,8394,36,1,NM_003557.1,0.046127375,NA
cg20855303,9185,36,X,NM_004726.1,0.212465087,NA
cg20855344,9975,36,3,NM_005126.2,0.129758982,NA
cg20855565,25893,36,1,NM_015431.2,0.061070852,NA
cg20856064,54681,36,3,NM_017732.3,0.11676886,NA
cg20856436,6233,36,2,NM_002954.3,0.04711116,NA
cg20856834,81797,36,6,NM_030959.2,0.701421187,NA
cg20857253,140290,36,21,NM_144659.3,0.521630732,NA
cg20857455,144402,36,12,NM_153634.2,0.081983442,NA
cg20857947,435,36,7,NM_001024943.1,0.242643088,NA
cg20858478,124872,36,17,NM_153446.1,0.071259289,NA
cg20858526,11330,36,1,NM_007272.2,0.701108382,NA
cg20859470,6232,36,1,NM_001030.3,0.052709734,NA
cg20861607,1139,36,15,NM_000746.2,0.06457062,NA
cg20862119,51350,36,12,NM_015848.1,0.844154685,NA
cg20862496,57152,36,8,NM_020427.2,0.87336441,NA
cg20864636,84253,36,9,NM_032293.3,0.771993535,NA
cg20865068,9375,36,13,NM_004800.1,0.04451245,NA
